Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"132 Scott Dyer Road Cape Elizabeth, ME 04107",U45,43.5942545,-70.2424068,247000,503500,5518,5539
"133 Two Lights Road Cape Elizabeth, ME 04107",U41,43.5605963,-70.2117613,993200,1626700,22188,17894
"134 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6101501,-70.2397855,250800,581900,5603,6401
"134 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6180142,-70.2470087,245000,560600,5473,6167
"136 Charles E Jordan Road Cape Elizabeth, ME 04107",R09,43.563823,-70.2598384,227900,416700,5091,4584
"136 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6244485,-70.2313097,387700,998300,8661,10706
"136 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5610317,-70.2101359,337900,826400,7549,8815
"139 Two Lights Road Cape Elizabeth, ME 04107",U41,43.5602299,-70.2112189,727300,1206200,16248,12993
"140 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6243162,-70.2318303,269500,950300,6021,10178
"140 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5610187,-70.2095157,293500,674200,6557,7141
"142 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6314879,-70.2354151,251200,572400,5612,6021
"142 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6095317,-70.2390848,227700,554800,5087,6103
"142 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5611641,-70.2092415,469400,956300,10486,10244
"143 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,43.564194,-70.263755,91200,368500,2037,4054
"143 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6247525,-70.2319783,331500,896800,7406,9865
"144 Fowler Road Cape Elizabeth, ME 04107",U19,43.5827265,-70.2320823,266700,570200,5958,5959
"144 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.624334,-70.2321397,369100,884200,8246,9726
"144 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6093938,-70.2389704,355200,1117400,7936,12292
"144 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5613136,-70.2088665,457100,1006900,10212,11076
"145 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6312122,-70.2358842,177900,465100,3974,5116
"146 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6091028,-70.2386733,392200,1179600,8762,12976
"146 Scott Dyer Road Cape Elizabeth, ME 04107",U45,43.5938877,-70.2438577,347900,674400,7772,7077
"147 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.624824,-70.2324873,338700,873200,7567,9330
"148 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6244226,-70.232572,278600,814100,6224,8680
"148 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6169889,-70.2475296,208200,519800,4651,5718
"150 Mitchell Road Cape Elizabeth, ME 04107",U34,43.630968,-70.2352146,215800,503600,4821,5265
"150 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6090842,-70.2383576,834600,2638200,18644,28470
"150 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5619695,-70.2078775,333000,692700,7439,7345
"151 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,43.5613987,-70.264595,425100,701800,9497,7720
"151 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6086525,-70.2391948,243100,559100,5431,5875
"152 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6087044,-70.2383337,438800,1128400,9802,12412
"152 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6167762,-70.2476785,215000,536900,4803,5906
"154 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6085724,-70.2380701,367600,1100400,8212,11554
"155 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,43.5616131,-70.2643637,413000,780100,9226,8581
"156 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6306765,-70.2352139,234400,582700,5236,6069
"156 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6082458,-70.2378515,380200,1030200,8494,10782
"156 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6165486,-70.2478361,236300,538200,5279,5645
"158 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6163287,-70.2480404,186000,475700,4155,4892
"159 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,43.5624096,-70.2664608,1367600,2057200,30552,22080
"159 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6301192,-70.2357962,465100,892400,10390,9816
"160 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6304216,-70.2350238,228600,599900,5107,6324
"160 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5621349,-70.2066067,210800,616800,4709,6785
"161 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6296331,-70.2362267,488600,774100,10915,8240
"162 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6077176,-70.2372799,247800,516000,5536,5401
"162 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5623293,-70.2061091,506800,1057700,11322,11635
"164 Fowler Road Cape Elizabeth, ME 04107",R06,43.5821601,-70.2322923,215800,585300,4821,6163
"164 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6301764,-70.2349326,205600,634400,4593,6978
"165 Fowler Road Cape Elizabeth, ME 04107",U19,43.5826107,-70.2327346,240400,496600,5371,5463
"165 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6163034,-70.2486008,240700,641500,5377,6782
"166 Ocean House Road Cape Elizabeth, ME 04107",U25,43.607508,-70.2367532,301400,654600,6733,7201
"168 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6299079,-70.2348096,232000,558500,5183,5803
"168 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5625436,-70.2055442,284900,860200,6365,9187
"169 Fowler Road Cape Elizabeth, ME 04107",U19,43.5822984,-70.2331249,285000,539900,6367,5664
"170 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6070255,-70.2366591,545400,1426800,12184,15144
"170 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6158182,-70.2478622,289500,672800,6467,7401
"171 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6295233,-70.2353572,336400,755200,7515,8032
"172 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6067461,-70.2364403,389600,1229800,8704,13528
"172 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5629221,-70.2046964,370400,726500,8275,7992
"174 Mitchell Road Cape Elizabeth, ME 04107",U34,43.629547,-70.2345571,229000,520100,5116,5446
"174 Ocean House Road Cape Elizabeth, ME 04107",U25,43.606553,-70.236256,406200,1083600,9074,11370
"175 Fowler Road Cape Elizabeth, ME 04107",U19,43.5818866,-70.2333661,239000,548600,5339,6035
"175 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5624692,-70.2043403,397400,863700,8878,9226
"176 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6063187,-70.2357525,261100,536600,5833,5903
"177 Fowler Road Cape Elizabeth, ME 04107",U44,43.5815538,-70.2339101,276400,560800,6175,5894
"177 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6060994,-70.2365563,288800,553800,6452,6092
"178 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6292837,-70.2342534,230900,563700,5158,5926
"178 Ocean House Road Cape Elizabeth, ME 04107",U24,43.605974,-70.2354064,224900,539200,5024,5931
"179 Fowler Road Cape Elizabeth, ME 04107",U44,43.5812305,-70.2343546,336600,782600,7520,8334
"179 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6058238,-70.2361946,373900,567000,8353,6237
"180 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6151743,-70.2481388,231800,604100,5178,6645
"181 Fowler Road Cape Elizabeth, ME 04107",U44,43.5809677,-70.2347972,297100,631600,6637,6673
"182 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6289576,-70.2339947,235300,575400,5257,6054
"182 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5635432,-70.2030119,443500,1079800,9908,11878
"183 Fowler Road Cape Elizabeth, ME 04107",U44,43.5806853,-70.2354481,302800,638600,6765,6662
"184 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6055808,-70.2355194,356600,982000,7966,10252
"184 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6150384,-70.247271,397700,755700,8885,8313
"185 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,43.5584546,-70.2670863,2223700,5910900,49677,65020
"185 Fowler Road Cape Elizabeth, ME 04107",U44,43.5805746,-70.2359364,310700,621100,6941,6557
"185 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6055034,-70.2360733,175100,426100,3912,4687
"185 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6150857,-70.2490146,359100,746300,8022,8209
"185 Stillman Street Cape Elizabeth, ME 04107",U47,43.6197019,-70.258523,442100,918700,9877,9831
"186 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6053275,-70.2353029,222100,531000,4962,5566
"186 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5638221,-70.2018824,435500,1037600,9729,11414
"187 Fowler Road Cape Elizabeth, ME 04107",U44,43.5803713,-70.2365083,312000,635600,6970,6717
"187 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6050608,-70.2359475,342600,949200,7654,9892
"187 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.615608,-70.248563,418900,741500,9358,7882
"188 Spurwink Avenue Cape Elizabeth, ME 04107",U28,43.6147272,-70.2480948,333100,497100,7441,5193
"189 Bowery Beach Road Cape Elizabeth, ME 04107",R06,43.5720533,-70.2463956,125000,112300,2793,1235
"189 Fowler Road Cape Elizabeth, ME 04107",R06,43.5816502,-70.2397419,300700,660300,6718,6988
"189 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.613327,-70.2488302,312300,535600,6977,5617
"190 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5636848,-70.2009977,709800,1091300,15857,12004
"191 Fowler Road Cape Elizabeth, ME 04107",U44,43.5800465,-70.237132,358300,623200,8004,6855
"191 Stillman Street Cape Elizabeth, ME 04107",U47,43.620378,-70.257402,455900,823200,10185,8780
"192 Bowery Beach Road Cape Elizabeth, ME 04107",R09,43.572897,-70.2479941,8600,13400,192,147
"192 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6048447,-70.2351669,242900,598300,5426,6306
"193 Fowler Road Cape Elizabeth, ME 04107",U44,43.5798801,-70.2377614,543000,850600,12131,9357
"193 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6046797,-70.235824,356600,566000,7966,5951
"195 Fowler Road Cape Elizabeth, ME 04107",U44,43.5796441,-70.2382151,261100,585400,5833,6439
"195 Stillman Street Cape Elizabeth, ME 04107",U47,43.6202122,-70.2571153,357600,741100,7989,8152
"195 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5631709,-70.2021619,277600,696700,6202,7664
"196 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6044679,-70.2349173,811000,2442200,18118,26314
"196 Two Lights Road Cape Elizabeth, ME 04107",U15,43.564003,-70.2004942,266200,584200,5947,6151
"197 Fowler Road Cape Elizabeth, ME 04107",U44,43.5797777,-70.2388612,355100,669500,7933,7365
"197 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6040515,-70.2362112,324300,737600,7245,7839
"198 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6038995,-70.2349929,384400,956000,8588,10516
"198 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5641235,-70.2003397,420700,688600,9398,7575
"199 Elderberry Drive Cape Elizabeth, ME 04107",R04,43.5989702,-70.27993,161000,338800,3597,3727
"200 Fowler Road Cape Elizabeth, ME 04107",U44,43.5798267,-70.2364232,301900,876900,6744,9371
"200 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6036873,-70.2348721,382000,1050000,8534,10868
"200 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6140362,-70.2479747,289700,569800,6472,5927
"200 Town Common Circle Cape Elizabeth, ME 04107",R02,43.5943035,-70.2261365,1648600,2084000,36830,22924
"201 Delano Park Cape Elizabeth, ME 04107",U07,43.6173058,-70.2138993,620800,1030300,13869,11058
"202 Ocean House Road Cape Elizabeth, ME 04107",U24,43.603468,-70.2347194,413400,1117200,9236,11740
"202 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5642463,-70.1999701,427300,1112100,9546,12233
"203 Delano Park Cape Elizabeth, ME 04107",U07,43.6176719,-70.2133796,787000,2206800,17582,24000
"204 Delano Park Cape Elizabeth, ME 04107",U07,43.6184011,-70.2132427,840500,2134000,18777,23199
"204 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5643306,-70.1998211,209300,962300,4676,10585
"205 Mitchell Road Cape Elizabeth, ME 04107",U34,43.6274559,-70.2341932,226600,500100,5062,5226
"206 Two Lights Road Cape Elizabeth, ME 04107",U15,43.56443,-70.1996776,285700,656200,6383,7218
"207 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6272018,-70.234223,182700,556400,4082,5845
"207 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6029706,-70.2351966,520500,927500,11628,10203
"208 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5645409,-70.1995647,294200,928200,6572,9935
"209 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6269237,-70.2341454,246900,577800,5516,6081
"210 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6133763,-70.2479686,193500,541100,4323,5952
"211 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5632804,-70.199975,1260700,2673500,28164,29134
"212 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6028552,-70.2341927,222600,527000,4973,5797
"213 Fickett Street Cape Elizabeth, ME 04107",R04,43.6100079,-70.269455,564200,1137300,12604,12235
"213 Ocean House Road Cape Elizabeth, ME 04107",U24,43.6024579,-70.2348105,244300,552100,5458,5798
"213 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5635817,-70.1996295,1280100,3070500,28597,33776
"214 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6131512,-70.2479832,186900,499900,4175,5224
"215 Fickett Street Cape Elizabeth, ME 04107",R04,43.6094061,-70.2689298,498900,897000,11145,9592
"215 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6128479,-70.2488982,326400,869500,7292,9290
"215 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5640058,-70.1997089,293900,897000,6566,9867
"216 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6269481,-70.2334305,312700,893600,6986,9555
"217 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5637962,-70.1992734,993400,2432000,22193,26752
"220 Fickett Street Cape Elizabeth, ME 04107",R04,43.6100563,-70.2665657,498500,1175800,11136,12659
"220 Fowler Road Cape Elizabeth, ME 04107",U44,43.5793618,-70.2376713,147100,446400,3286,4635
"220 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6126878,-70.2480086,240900,550000,5382,6050
"221 Fickett Street Cape Elizabeth, ME 04107",R04,43.6087251,-70.2684577,581000,1036300,12980,11124
"221 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5640763,-70.1990231,1305000,2716000,29154,29876
"222 Fickett Street Cape Elizabeth, ME 04107",R04,43.6091755,-70.2676133,385300,774600,8608,8246
"222 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6267585,-70.2332893,282400,613400,6309,6472
"223 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6261094,-70.2337967,302800,655500,6765,7211
"223 Ocean House Road Cape Elizabeth, ME 04107",R02,43.6007542,-70.2404329,852000,1641500,19034,18057
"223 Two Lights Road Cape Elizabeth, ME 04107",U15,43.5642943,-70.1992117,171400,786400,3829,8650
"224 Fowler Road Cape Elizabeth, ME 04107",U44,43.5792469,-70.2379833,149200,461200,3333,4798
"224 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6130976,-70.2480237,590400,1085200,13190,11662
"226 Bowery Beach Road Cape Elizabeth, ME 04107",R09,43.5754436,-70.2507905,630500,1023100,14085,10979
"226 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.612219,-70.247846,579700,1017600,12950,11194
"227 Ocean House Road Cape Elizabeth, ME 04107",U23,43.6010903,-70.234011,243800,521400,5446,5460
"228 Fowler Road Cape Elizabeth, ME 04107",U44,43.5791292,-70.2382491,188600,455300,4213,5008
"230 Fowler Road Cape Elizabeth, ME 04107",U44,43.5789373,-70.2387884,248000,577300,5540,6350
"231 Fowler Road Cape Elizabeth, ME 04107",R06,43.580359,-70.2407939,342000,717700,7640,7620
"231 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6257981,-70.2336211,216100,489500,4828,5110
"231 Ocean House Road Cape Elizabeth, ME 04107",U23,43.6007994,-70.2337966,232100,548900,5185,5763
"231 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6123755,-70.2488153,272400,609800,6085,6433
"232 Fowler Road Cape Elizabeth, ME 04107",U44,43.5788222,-70.2391051,256200,661300,5724,7274
"232 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.611862,-70.2480984,249200,611700,5567,6454
"233 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6120098,-70.248714,268700,678800,6003,7192
"234 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6115817,-70.2468846,332300,641600,7424,6783
"235 Bowery Beach Road Cape Elizabeth, ME 04107",U43,43.5771007,-70.2502267,421600,737700,9419,7840
"235 Fowler Road Cape Elizabeth, ME 04107",R06,43.5790226,-70.2403211,389900,767800,8710,8171
"235 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6116616,-70.2488867,178300,531600,3983,5848
"237 Ocean House Road Cape Elizabeth, ME 04107",U23,43.5995891,-70.2329352,230200,523700,5143,5486
"238 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6113087,-70.2482843,238900,540900,5337,5950
"239 Bowery Beach Road Cape Elizabeth, ME 04107",U43,43.5779221,-70.2499225,382200,709400,8538,7528
"239 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6114722,-70.2490939,284600,623300,6358,6581
"241 Fowler Road Cape Elizabeth, ME 04107",R06,43.578704,-70.2408347,312600,659400,6983,6978
"241 Ocean House Road Cape Elizabeth, ME 04107",U23,43.5993249,-70.2327418,243700,528200,5444,5810
"242 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6110312,-70.248696,237100,577100,5297,6073
"243 Bowery Beach Road Cape Elizabeth, ME 04107",U43,43.5785039,-70.2504514,322800,670700,7211,7103
"243 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6249375,-70.2339138,512500,1163100,11449,12794
"243 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6113388,-70.2492173,241400,528600,5393,5815
"244 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6248157,-70.2332125,213000,491600,4758,5133
"247 Bowery Beach Road Cape Elizabeth, ME 04107",U43,43.5790687,-70.2508734,367200,662500,8203,7013
"247 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6245429,-70.2336128,176400,530200,3941,5513
"247 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6110807,-70.2493579,188100,498400,4202,5482
"249 Ocean House Road Cape Elizabeth, ME 04107",U23,43.598724,-70.2323186,343200,616000,7667,6776
"250 Ocean House Road Cape Elizabeth, ME 04107",U23,43.5988817,-70.2308148,423000,745700,9450,7928
"250 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6106796,-70.2487631,219600,529300,4906,5547
"251 Ocean House Road Cape Elizabeth, ME 04107",U22,43.5985091,-70.232233,568800,1510000,12706,16060
"252 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6244828,-70.2331118,238900,471800,5337,5190
"252 Ocean House Road Cape Elizabeth, ME 04107",U23,43.5984614,-70.2305717,358400,719400,8007,7913
"252 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6104846,-70.2490787,214400,579400,4790,6032
"255 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6241297,-70.2336905,264400,624900,5907,6599
"255 Ocean House Road Cape Elizabeth, ME 04107",U22,43.5981963,-70.2319834,329000,667100,7350,7338
"255 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6105068,-70.2497149,152900,457900,3416,4762
"256 Fowler Road Cape Elizabeth, ME 04107",U43,43.5781387,-70.2409373,212700,584400,4752,6428
"256 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6241828,-70.2330415,298000,641800,6657,6785
"258 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6101436,-70.2492393,232500,558300,5194,5866
"259 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6238158,-70.2334292,330100,671100,7374,7107
"259 Ocean House Road Cape Elizabeth, ME 04107",U22,43.5979365,-70.2317792,305800,569700,6832,5992
"260 Fowler Road Cape Elizabeth, ME 04107",U43,43.5780832,-70.2414037,207500,516200,4636,5403
"264 Fowler Road Cape Elizabeth, ME 04107",U43,43.5780283,-70.2417398,199900,534100,4466,5875
"264 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6097425,-70.2493721,269900,583400,6030,6076
"265 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6101533,-70.2500303,300600,692800,6715,7280
"266 Mitchell Road Cape Elizabeth, ME 04107",U33,43.623467,-70.2328107,212400,511200,4745,5348
"269 Mitchell Road Cape Elizabeth, ME 04107",U33,43.6233715,-70.2333186,212000,503300,4736,5195
"269 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6095141,-70.2502367,203400,567800,4544,6246
"270 Fowler Road Cape Elizabeth, ME 04107",U43,43.5779521,-70.2422192,196000,509200,4379,5326
"270 Spurwink Avenue Cape Elizabeth, ME 04107",U27,43.6093795,-70.249486,234800,559600,5245,6156
