Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"66 Scott Dyer Road Cape Elizabeth, ME 04107",U21,43.5957972,-70.2368195,168500,497200,3764,5194
"66 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5936797,-70.2441516,126700,305000,2830,3080
"66 Wells Road Cape Elizabeth, ME 04107",R05,43.5904614,-70.2562004,392000,590800,8757,6224
"67 Cliff Avenue Cape Elizabeth, ME 04107",U01,43.6320036,-70.2313893,258800,778500,5782,8289
"67 Columbus Road Cape Elizabeth, ME 04107",U32,43.6192495,-70.239846,258900,568400,5784,6252
"67 Cross Hill Road Cape Elizabeth, ME 04107",U59,43.596914,-70.2650107,111600,268500,2493,2679
"67 Fowler Road Cape Elizabeth, ME 04107",U20,43.5857658,-70.2269599,195600,463900,4370,5103
"67 Lydon Lane East Cape Elizabeth, ME 04107",U33,43.624076,-70.2371933,227900,581800,5091,6125
"67 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6157931,-70.2456968,206200,524200,4607,5491
"67 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6222343,-70.2451952,244000,572800,5451,6301
"67 Starboard Drive Cape Elizabeth, ME 04107",U45,43.592497,-70.2446231,124900,299900,2790,3024
"67 Wood Road Cape Elizabeth, ME 04107",U04,43.6274822,-70.2221687,262500,767200,5864,8439
"68 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5979478,-70.2364475,357700,643400,7991,6802
"68 Eastman Road Cape Elizabeth, ME 04107",R04,43.6106434,-70.2581948,375200,918800,8382,10107
"68 Long Point Lane Cape Elizabeth, ME 04107",R03,43.5871414,-70.2071281,257000,924500,5741,10170
"68 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5937494,-70.2442229,138900,298300,3103,3281
"68 Wells Road Cape Elizabeth, ME 04107",R05,43.5917013,-70.2564605,533600,677600,11921,7179
"69 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.6017246,-70.2233006,415300,1055700,9278,11613
"69 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5977029,-70.2370943,342000,606800,7640,6400
"69 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,43.5688479,-70.2029845,790600,1507600,17662,15902
"69 Lydon Lane East Cape Elizabeth, ME 04107",U33,43.6238699,-70.237448,229600,547100,5129,5743
"69 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6154414,-70.2458987,389200,1044000,8694,11484
"69 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5925617,-70.2445088,137400,308500,3070,3394
"69 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6284049,-70.2258902,467700,859800,10448,9183
"69 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5658941,-70.2167377,489200,974300,10929,10442
"70 Columbus Road Cape Elizabeth, ME 04107",U32,43.6185001,-70.2391782,435500,807600,9729,8609
"70 Cross Hill Road Cape Elizabeth, ME 04107",U59,43.596288,-70.2658674,541000,1181000,12086,12716
"70 Lydon Lane East Cape Elizabeth, ME 04107",U33,43.6236493,-70.2370509,249800,538200,5581,5920
"70 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5665059,-70.222887,887200,1890000,19820,20790
"70 Old Ocean House Road Cape Elizabeth, ME 04107",R02,43.5855878,-70.2186923,850800,1013800,19007,11152
"71 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.6019493,-70.2228646,470300,995600,10507,10952
"71 Cliff Avenue Cape Elizabeth, ME 04107",U01,43.6315696,-70.2317782,218700,728600,4886,7740
"71 Cross Hill Road Cape Elizabeth, ME 04107",U59,43.5972504,-70.2656969,683200,1408400,15263,15492
"71 Hunts Point Road Cape Elizabeth, ME 04107",U39,43.5686233,-70.2119883,451900,1120800,10095,12054
"71 Lydon Lane East Cape Elizabeth, ME 04107",U33,43.6236198,-70.2378119,235800,538000,5268,5918
"71 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6155874,-70.2454593,386400,1061400,8632,11126
"71 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5926872,-70.2445342,138900,310700,3103,3418
"71 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6284773,-70.2256538,249200,699300,5567,7692
"71 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5656621,-70.2165105,393500,878300,8791,9386
"72 Brentwood Road Cape Elizabeth, ME 04107",U35,43.597653,-70.2364175,372900,601100,8331,6612
"72 Long Point Lane Cape Elizabeth, ME 04107",R03,43.5874124,-70.2067797,257800,957900,5759,10262
"72 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6219461,-70.2447282,255400,585500,5706,6166
"72 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6288104,-70.2256547,316400,831200,7068,8868
"72 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5664052,-70.216339,740400,1076400,16541,11483
"72 Wells Road Cape Elizabeth, ME 04107",R05,43.5917007,-70.2569776,444800,816800,9937,8710
"73 Columbus Road Cape Elizabeth, ME 04107",U32,43.6190734,-70.2403613,238500,547700,5328,5750
"73 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,43.569109,-70.2022082,370800,892400,8284,9816
"73 Long Point Lane Cape Elizabeth, ME 04107",R03,43.5877994,-70.2068552,751400,1697300,16786,18549
"73 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6152637,-70.2451687,404200,1095000,9030,11496
"73 Old Ocean House Road Cape Elizabeth, ME 04107",R02,43.5849623,-70.2192586,356900,671000,7973,7106
"73 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5927632,-70.2445813,124900,416600,2790,4308
"73 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5653649,-70.2162343,369100,831100,8246,8867
"74 Columbus Road Cape Elizabeth, ME 04107",U32,43.6186855,-70.2401549,316400,660900,7068,6995
"74 Fowler Road Cape Elizabeth, ME 04107",U19,43.5854055,-70.2263397,179800,603900,4017,6368
"74 Hunts Point Road Cape Elizabeth, ME 04107",U39,43.5679067,-70.2118785,562400,1188800,12564,13077
"74 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6217551,-70.2448683,269800,573800,6027,6037
"74 Wells Road Cape Elizabeth, ME 04107",R05,43.5917348,-70.2573231,501300,750100,11199,7976
"75 Hunts Point Road Cape Elizabeth, ME 04107",U39,43.5681908,-70.2124598,536800,1350200,11992,14577
"75 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6262809,-70.226001,309100,780700,6905,8313
"75 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6149947,-70.2449913,221200,543000,4942,5973
"75 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6219084,-70.2455009,360500,635800,8054,6994
"75 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5928401,-70.2448707,147000,303300,3284,3336
"75 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5650005,-70.2159907,465400,1053900,10397,11318
"76 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5973473,-70.2365599,425500,721500,9506,7937
"76 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6259512,-70.225639,255900,761800,5717,8105
"76 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6153402,-70.2445232,500000,751700,11170,7994
"76 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6288952,-70.2252894,318300,828300,7111,8836
"76 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5659843,-70.215458,544900,1027500,12173,11028
"77 Monastery Road Cape Elizabeth, ME 04107",R09,43.5704326,-70.2446015,891900,1182200,19925,13004
"77 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5960045,-70.2378918,372000,741100,8310,7877
"77 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5928261,-70.2449975,126400,307300,2824,3105
"77 Wells Road Cape Elizabeth, ME 04107",R05,43.5937897,-70.2584143,538700,914100,12035,9780
"78 Fowler Road Cape Elizabeth, ME 04107",U19,43.585083,-70.226882,222200,535900,4964,5895
"78 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5661836,-70.2228667,599000,1521400,13382,16736
"78 Scott Dyer Road Cape Elizabeth, ME 04107",R05,43.5923619,-70.2373463,5586800,3630600,124809,39937
"78 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6215585,-70.2450206,260500,537600,5820,5639
"78 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5670134,-70.214268,638800,1140300,14271,12268
"78 Wells Road Cape Elizabeth, ME 04107",R05,43.591855,-70.2579817,385200,621400,8605,6560
"79 Bowery Beach Road Cape Elizabeth, ME 04107",R06,43.567714,-70.2325064,319100,407900,7129,4487
"79 Eastman Road Cape Elizabeth, ME 04107",R04,43.6126537,-70.2588303,422200,1176200,9432,12663
"79 Fowler Road Cape Elizabeth, ME 04107",U20,43.5854257,-70.2273107,200300,521400,4475,5735
"79 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6261229,-70.2263119,227000,742700,5071,7895
"79 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5662362,-70.2234593,573800,1712000,12818,18832
"79 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5929192,-70.2450107,124900,308200,2790,3115
"80 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5970542,-70.2367447,306100,572700,6838,6025
"80 Monastery Road Cape Elizabeth, ME 04107",R09,43.5648916,-70.250207,745400,348700,16652,3836
"80 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6258418,-70.2260572,220400,723000,4924,7678
"80 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5955097,-70.2381674,184800,495200,4128,5106
"80 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6213901,-70.2449398,181000,1327200,4044,14599
"80 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6290088,-70.2249437,297600,820800,6648,8754
"80 Wells Road Cape Elizabeth, ME 04107",R05,43.5934395,-70.2524162,212100,286200,4738,3148
"81 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6260696,-70.226523,277100,824400,6190,8793
"81 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5662229,-70.2234599,629400,1522600,14060,16066
"81 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.583969,-70.2180551,427600,737900,9553,8117
"81 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5930151,-70.2450771,137400,299800,3070,3298
"81 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5646795,-70.2156229,799400,1287600,17859,13889
"81 Wells Road Cape Elizabeth, ME 04107",R05,43.5931775,-70.2597013,442200,767300,9879,8165
"82 Fowler Road Cape Elizabeth, ME 04107",U19,43.5849223,-70.2272966,212200,492400,4741,5141
"82 Hunts Point Road Cape Elizabeth, ME 04107",U39,43.5673668,-70.2123697,479200,1026700,10705,11019
"82 Lydon Lane East Cape Elizabeth, ME 04107",U49,43.6231329,-70.237801,261300,584900,5837,6159
"82 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6258051,-70.2262838,244200,743700,5455,8181
"82 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6149554,-70.2443505,249300,578600,5569,6090
"82 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5663092,-70.2135257,582200,1055800,13006,11614
"83 Hunts Point Road Cape Elizabeth, ME 04107",U39,43.5679951,-70.2130058,522900,1089700,11682,11712
"83 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5660769,-70.223491,376800,1269600,8418,13966
"83 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5931427,-70.245076,124900,303300,2790,3061
"83 Wells Road Cape Elizabeth, ME 04107",R05,43.5923156,-70.2591169,156800,433000,3503,4763
"84 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5967267,-70.2367347,303900,590300,6789,6218
"84 Eastman Road Cape Elizabeth, ME 04107",R04,43.6123563,-70.2603568,308700,861500,6896,9477
"84 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6256949,-70.2264393,256700,786600,5735,8312
"84 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6147271,-70.2439645,232000,558100,5183,5864
"84 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5659306,-70.2229269,321000,1110400,7172,12214
"84 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5953765,-70.2386524,203100,521200,4537,5458
"84 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6291034,-70.2246509,457100,1007700,10212,10810
"84 Wells Road Cape Elizabeth, ME 04107",R05,43.591825,-70.2587589,372900,592200,8331,6239
"85 Fowler Road Cape Elizabeth, ME 04107",U20,43.5850628,-70.2279693,175400,469200,3918,5161
"85 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.625892,-70.2269155,287400,790100,6421,8691
"85 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5835904,-70.2175319,323600,804900,7229,8854
"85 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.595802,-70.2386592,147100,477500,3286,4978
"85 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6213183,-70.245797,188000,516000,4200,5401
"85 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5931887,-70.2449451,191000,363600,4267,4000
"86 Brentwood Road Cape Elizabeth, ME 04107",U35,43.596456,-70.236648,259700,526600,5802,5518
"86 Fowler Road Cape Elizabeth, ME 04107",U19,43.5847805,-70.2275998,303000,579400,6769,6032
"86 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.625647,-70.2266648,232100,712200,5185,7559
"86 Ocean View Road Cape Elizabeth, ME 04107",U03,43.5658727,-70.2229393,278200,1089400,6214,11434
"86 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5837059,-70.217015,328100,677000,7330,7172
"87 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6257609,-70.2271556,323700,921200,7231,10133
"87 Ocean House Road Cape Elizabeth, ME 04107",U26,43.614611,-70.2447803,243400,602200,5438,6349
"87 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5956552,-70.2392149,242300,618100,5413,6524
"87 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5934178,-70.2448262,124900,303300,2790,3061
"87 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5638077,-70.2147811,284500,759100,6356,8075
"87 Wells Road Cape Elizabeth, ME 04107",R05,43.5922074,-70.2596043,356500,771400,7964,8210
"88 Eastman Road Cape Elizabeth, ME 04107",R04,43.6127118,-70.2599505,153700,453900,3434,4718
"88 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.625507,-70.2269673,323200,861000,7220,9196
"88 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6146683,-70.2423319,346600,1042000,7744,11462
"88 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.595286,-70.2389638,193100,509800,4314,5333
"88 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5650314,-70.214714,1163900,2618800,26002,28807
"88 Wells Road Cape Elizabeth, ME 04107",R05,43.5918859,-70.2592927,116700,360600,2607,3626
"89 Fowler Road Cape Elizabeth, ME 04107",U20,43.5849751,-70.2282706,211100,490000,4716,5049
"89 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5935088,-70.244861,138900,310700,3103,3418
"89 Wells Road Cape Elizabeth, ME 04107",R05,43.5920474,-70.2601428,511300,965100,11422,10616
"90 Bowery Beach Road Cape Elizabeth, ME 04107",R10,43.56621,-70.234285,323400,654300,7225,7197
"90 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5961957,-70.2365321,249400,539400,5572,5658
"90 Fowler Road Cape Elizabeth, ME 04107",U19,43.5846073,-70.2280564,137000,423600,3061,4385
"90 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6142216,-70.2434909,250000,557700,5585,5805
"90 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6291874,-70.2240319,321100,739900,7173,7864
"90 Wells Road Cape Elizabeth, ME 04107",R05,43.5915654,-70.2597457,499800,773600,11166,8169
"91 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5824434,-70.2172505,621700,1289300,13889,14182
"91 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6209233,-70.2460895,257300,522100,5748,5743
"91 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5935898,-70.2449421,137400,305400,3070,3359
"91 Two Lights Road Cape Elizabeth, ME 04107",R03,43.5635099,-70.2145571,482400,1003900,10777,10658
"92 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5951827,-70.2394089,190000,525800,4245,5509
"92 Two Lights Road Cape Elizabeth, ME 04107",U39,43.564566,-70.2146208,277600,696600,6202,7388
"93 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6142817,-70.2445116,234100,516400,5230,5680
"93 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5935242,-70.2450636,124900,300800,2790,3034
"93 Wells Road Cape Elizabeth, ME 04107",R05,43.5917962,-70.260556,217700,542700,4863,5970
"93 Zeb Cove Road Cape Elizabeth, ME 04107",R02,43.5946373,-70.2157511,862200,1813900,19262,19953
"94 Fowler Road Cape Elizabeth, ME 04107",U19,43.5845367,-70.2283343,278600,612900,6224,6467
"94 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6138147,-70.2431123,294200,441000,6572,4851
"94 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5829747,-70.2160221,284900,668100,6365,7349
"94 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5643469,-70.2144726,279300,574300,6240,6317
"95 Bowery Beach Road Cape Elizabeth, ME 04107",R06,43.567382,-70.23281,750200,479500,16759,5275
"95 Eastman Road Cape Elizabeth, ME 04107",R04,43.613718,-70.2606396,223800,476600,5000,5243
"95 Fowler Road Cape Elizabeth, ME 04107",U20,43.5848477,-70.2287859,197400,537900,4410,5642
"95 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6206725,-70.2462178,193000,518400,4312,5702
"95 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5935072,-70.2451848,138900,305400,3103,3359
"95 Zeb Cove Road Cape Elizabeth, ME 04107",R02,43.5949357,-70.215863,629800,2318200,14070,25500
"96 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,43.559584,-70.2389441,1085800,1963600,24256,21600
"96 Eastman Road Cape Elizabeth, ME 04107",R04,43.6129976,-70.2602997,160400,488900,3583,5037
"96 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5825961,-70.2158552,258000,573500,5764,6034
"96 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6294481,-70.2238917,472600,1046000,10558,11231
"96 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5644611,-70.2139398,456500,942000,10198,10362
"96 Wells Road Cape Elizabeth, ME 04107",R05,43.5912323,-70.2601811,485100,620100,10837,6546
"97 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6140954,-70.2442626,264600,620700,5911,6553
"97 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5820775,-70.2163044,209200,534700,4674,5607
"97 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6296701,-70.2231708,453200,1171200,10124,12608
"98 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,43.5687236,-70.2405866,95800,147400,2140,1621
"98 Fowler Road Cape Elizabeth, ME 04107",U19,43.584278,-70.2288782,218700,547900,4886,5752
"98 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6137405,-70.2431255,285600,590200,6380,6217
"98 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.582257,-70.2158226,276000,566600,6166,6233
"98 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5950691,-70.2398339,247800,584700,5536,6091
"98 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6203486,-70.2458694,167700,481000,3746,5016
"98 Wells Road Cape Elizabeth, ME 04107",R05,43.5908879,-70.2607446,230200,559300,5143,5877
"99 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5816574,-70.2162688,216500,539800,4837,5938
"99 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6204083,-70.2463776,181200,538000,4048,5643
"99 Zeb Cove Road Cape Elizabeth, ME 04107",R02,43.5959342,-70.214605,2411600,4658700,53875,51246
"100 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,43.5577267,-70.2405881,473600,865600,10580,9522
"100 Monastery Road Cape Elizabeth, ME 04107",R09,43.5539465,-70.2545534,5994200,12058400,133912,132644
"100 Town Common Circle Cape Elizabeth, ME 04107",R02,43.5946751,-70.2261409,119000,295700,2658,3253
"101 Delano Park Cape Elizabeth, ME 04107",U07,43.6191087,-70.213601,518400,1283900,11581,13848
"101 Fowler Road Cape Elizabeth, ME 04107",U20,43.5845787,-70.2293864,270100,483400,6034,5317
"101 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6137778,-70.2440301,254400,615100,5683,6491
"101 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5813561,-70.2163399,253000,493600,5652,5430
"102 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,43.5574383,-70.2398541,834900,1404700,18652,15452
"102 Delano Park Cape Elizabeth, ME 04107",U07,43.6195828,-70.2134368,1020400,2656500,22796,28947
"102 Two Lights Road Cape Elizabeth, ME 04107",U39,43.5643532,-70.2129902,593300,1170700,13254,12603
"103 Fowler Road Cape Elizabeth, ME 04107",U19,43.5851278,-70.2309744,412700,1114300,9220,11982
"103 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5811425,-70.2165182,337200,701800,7533,7445
"105 Delano Park Cape Elizabeth, ME 04107",U07,43.6193428,-70.2126255,889700,1118700,19876,12031
"105 Fowler Road Cape Elizabeth, ME 04107",U19,43.5844321,-70.229978,530200,1040300,11845,11443
"106 Wells Road Cape Elizabeth, ME 04107",R05,43.5907679,-70.2612964,298300,592500,6664,6518
"107 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,43.5564691,-70.2414837,2404700,4061800,53721,44405
"107 Delano Park Cape Elizabeth, ME 04107",U07,43.6194735,-70.211486,687800,1694600,15365,18366
"107 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5808699,-70.2169332,264200,565100,5902,5941
"107 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5952918,-70.2403383,228400,613900,5102,6478
"107 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6197992,-70.2465906,181000,490600,4044,5122
"108 Delano Park Cape Elizabeth, ME 04107",U07,43.6198659,-70.2119689,822700,1931400,18379,20970
"108 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6197958,-70.2460856,239900,687100,5359,7283
"109 Delano Park Cape Elizabeth, ME 04107",U07,43.6198362,-70.2108366,1825100,3375400,40773,36854
"110 Delano Park Cape Elizabeth, ME 04107",U07,43.6202819,-70.2107409,834500,1859000,18643,20449
"110 Fowler Road Cape Elizabeth, ME 04107",U19,43.583788,-70.2301727,146100,428100,3264,4709
"110 Two Lights Road Cape Elizabeth, ME 04107",U40,43.563058,-70.2133982,324700,906300,7254,9969
"111 Fowler Road Cape Elizabeth, ME 04107",U19,43.5840675,-70.2311034,355300,676600,7937,7168
"111 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5805715,-70.2173757,304800,713600,6809,7575
"111 Scott Dyer Road Cape Elizabeth, ME 04107",U35,43.5951265,-70.2409177,320400,609400,7158,6703
"111 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6195376,-70.2467369,269500,768700,6021,8181
"112 Delano Park Cape Elizabeth, ME 04107",U07,43.620198,-70.2100328,2314500,2867600,51706,31269
"112 Fowler Road Cape Elizabeth, ME 04107",U19,43.5835663,-70.2307123,177700,482300,3970,5305
"112 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6249117,-70.2283501,296000,844000,6613,9009
"112 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6190594,-70.2435379,383600,634400,8570,6703
"112 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5627078,-70.2130646,412800,802800,9222,8831
"113 Fowler Road Cape Elizabeth, ME 04107",U19,43.583869,-70.231826,511500,980900,11427,10405
"114 Delano Park Cape Elizabeth, ME 04107",U07,43.6203684,-70.2092293,1228700,2906200,27449,31968
"114 Fowler Road Cape Elizabeth, ME 04107",U19,43.5834189,-70.2310323,250700,559000,5601,6149
"114 Old Ocean House Road Cape Elizabeth, ME 04107",U42,43.5815302,-70.2146047,1220800,1808700,27273,19896
"114 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6195014,-70.2461498,193900,473000,4332,5203
"114 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5623729,-70.2127192,259900,711500,5806,7552
"115 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5802314,-70.2177273,252400,503400,5639,5262
"116 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6247674,-70.228772,315800,982000,7055,10802
"116 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6118595,-70.2411122,490800,1278600,10964,13344
"116 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6191136,-70.2464401,180700,576700,4037,6344
"116 Two Lights Road Cape Elizabeth, ME 04107",U40,43.5622226,-70.2123505,444200,979600,9923,10446
"117 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5797272,-70.2182261,245400,515300,5482,5393
"117 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6192833,-70.2468916,162300,474500,3626,4945
"119 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5793387,-70.2188694,452200,1334900,10102,14409
"120 Fowler Road Cape Elizabeth, ME 04107",U19,43.5831923,-70.2313853,275100,627600,6146,6629
"120 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6245666,-70.2292877,302200,818200,6751,8725
"120 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5770927,-70.2168131,313100,1006400,6995,3783
"121 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5786923,-70.2187805,323800,909400,7234,9728
"121 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6189675,-70.2470846,210900,548300,4712,6031
"122 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6113897,-70.2408109,220500,507900,4926,5587
"122 Old Ocean House Road Cape Elizabeth, ME 04107",U18,43.576211,-70.2181842,521600,975200,11653,10727
"123 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5779934,-70.2190515,168500,510700,3764,5202
"124 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.624531,-70.229812,318900,931500,7124,9972
"124 Old Ocean House Road Cape Elizabeth, ME 04107",U18,43.576423,-70.2188659,410700,752200,9175,7999
"125 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5774466,-70.2196038,276900,706500,6186,7277
"125 Scott Dyer Road Cape Elizabeth, ME 04107",R05,43.5966359,-70.242503,278600,717300,6224,7549
"126 Ocean House Road Cape Elizabeth, ME 04107",U26,43.6110013,-70.2404708,585600,1866200,13082,19978
"126 Old Ocean House Road Cape Elizabeth, ME 04107",U18,43.5763207,-70.2195104,239000,572200,5339,6294
"126 Scott Dyer Road Cape Elizabeth, ME 04107",U45,43.5941268,-70.2406394,2827900,4198400,63175,46182
"126 Spurwink Avenue Cape Elizabeth, ME 04107",U29,43.6185706,-70.246455,456400,1349200,10196,14841
"127 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.625171,-70.2289218,306100,918200,6838,9825
"127 Old Ocean House Road Cape Elizabeth, ME 04107",R03,43.5771487,-70.220189,253800,525700,5670,5508
"130 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.6245124,-70.2303348,308200,843700,6885,9006
"130 Ocean House Road Cape Elizabeth, ME 04107",U25,43.6105874,-70.240072,361500,607600,8076,6684
"131 Oakhurst Road Cape Elizabeth, ME 04107",U33,43.62501,-70.2297481,314100,894600,7017,9841
